PFAM	GCount	GProp	Icount	Iprop	Enrichment
DUF3540	212	1.67E-05	1	0.528523567	0.28538296
DUF1222	213	1.68E-05	1	0.526042236	0.284170079
DUF3008	213	1.68E-05	1	0.526042236	0.284170079
DUF21	214	1.69E-05	1	0.523584094	0.282956115
DIT1_PvcA	215	1.69E-05	1	0.52114882	0.281741184
DUF3149	216	1.70E-05	1	0.518736094	0.280525402
DUF3731	216	1.70E-05	1	0.518736094	0.280525402
FTR	217	1.71E-05	1	0.516345605	0.279308878
DUF1688	218	1.72E-05	1	0.513977047	0.278091724
HtaA	218	1.72E-05	1	0.513977047	0.278091724
T_hemolysin	218	1.72E-05	1	0.513977047	0.278091724
DUF2398	220	1.73E-05	1	0.509304528	0.275655956
3HBOH	221	1.74E-05	1	0.506999983	0.274437553
DUF2897	221	1.74E-05	1	0.506999983	0.274437553
Brucella_OMP2	222	1.75E-05	1	0.504716199	0.27321894
IclR	222	1.75E-05	1	0.504716199	0.27321894
DUF1844	223	1.76E-05	1	0.502452898	0.272000219
DUF3048	223	1.76E-05	1	0.502452898	0.272000219
DUF3318	223	1.76E-05	1	0.502452898	0.272000219
DUF3376	225	1.77E-05	2	0.9959733	0.271878651
DOPA_dioxygen	226	1.78E-05	2	0.991566338	0.271858004
DUF956	226	1.78E-05	2	0.991566338	0.271858004
Laminin_G_2	227	1.79E-05	2	0.987198205	0.271826667
DUF2167	228	1.80E-05	2	0.982868388	0.271784737
DUF3244	230	1.81E-05	2	0.974321706	0.271669491
DUF3142	233	1.84E-05	2	0.961776792	0.271419623
Intg_mem_TP0381	234	1.84E-05	2	0.957666634	0.27131619
Band_3_cyto	236	1.86E-05	2	0.949550815	0.271079692
DUF3175	236	1.86E-05	2	0.949550815	0.271079692
AIRS_C	238	1.87E-05	2	0.941571397	0.270804333
LcrR	238	1.87E-05	2	0.941571397	0.270804333
Tic20	238	1.87E-05	2	0.941571397	0.270804333
DUF2760	224	1.76E-05	1	0.500209805	0.270781489
DUF2780	224	1.76E-05	1	0.500209805	0.270781489
DUF2968	224	1.76E-05	1	0.500209805	0.270781489
DUF2089	240	1.89E-05	2	0.933724968	0.270490884
zf-CCCH	240	1.89E-05	2	0.933724968	0.270490884
DUF2834	241	1.90E-05	2	0.929850591	0.270320117
DUF3182	241	1.90E-05	2	0.929850591	0.270320117
HopJ	225	1.77E-05	1	0.49798665	0.269562847
DUF2334	245	1.93E-05	2	0.914669357	0.26954567
DUF3567	249	1.96E-05	2	0.899975873	0.268629583
Lumazine_bd	249	1.96E-05	2	0.899975873	0.268629583
TfuA	251	1.98E-05	2	0.892804751	0.268120314
DUF2196	252	1.98E-05	2	0.889261875	0.267853201
GvpK	254	2.00E-05	2	0.882259813	0.267294481
Zn_ribbon_2	254	2.00E-05	2	0.882259813	0.267294481
Fer4_6	227	1.79E-05	1	0.493599102	0.267126208
EzrA	262	2.06E-05	2	0.855320582	0.264746513
MgtE	262	2.06E-05	2	0.855320582	0.264746513
DUF2278	229	1.80E-05	1	0.489288193	0.264691044
MCM	263	2.07E-05	2	0.852068412	0.264394292
TPPK_C	263	2.07E-05	2	0.852068412	0.264394292
DUF1027	265	2.09E-05	2	0.845637707	0.263668353
Adenyl_transf	230	1.81E-05	1	0.487160853	0.263474241
DUF1361	230	1.81E-05	1	0.487160853	0.263474241
DUF2961	230	1.81E-05	1	0.487160853	0.263474241
DUF3687	230	1.81E-05	1	0.487160853	0.263474241
Metallothio_Pro	230	1.81E-05	1	0.487160853	0.263474241
VanW	231	1.82E-05	1	0.485051932	0.262258073
Trep_Strep	233	1.84E-05	1	0.480888396	0.259827987
DUF1264	275	2.17E-05	2	0.814887245	0.259631447
DUF1694	277	2.18E-05	2	0.809003583	0.258747434
Spore_YhcN_YlaJ	234	1.84E-05	1	0.478833317	0.258614234
DUF1826	235	1.85E-05	1	0.476795729	0.25740145
DUF3077	281	2.21E-05	2	0.797487518	0.256908145
Glucodextran_N	281	2.21E-05	2	0.797487518	0.256908145
Porph_ging	282	2.22E-05	2	0.794659548	0.256433954
DUF2489	236	1.86E-05	1	0.474775408	0.256189714
SpoVAD	236	1.86E-05	1	0.474775408	0.256189714
LVIVD	283	2.23E-05	2	0.791851563	0.255954179
GSu_C4xC__C2xCH	286	2.25E-05	2	0.783545428	0.254482141
MadM	287	2.26E-05	2	0.780815305	0.253980822
DUF3445	289	2.28E-05	2	0.775411739	0.252962696
DUF922	239	1.88E-05	1	0.468815884	0.252561567
3H	290	2.28E-05	2	0.772737905	0.252446043
Apolipoprotein	291	2.29E-05	2	0.770082448	0.251924434
efhand	292	2.30E-05	2	0.76744518	0.251397944
DUF1203	240	1.89E-05	1	0.466862484	0.251354788
DUF2145	240	1.89E-05	1	0.466862484	0.251354788
CybS	293	2.31E-05	2	0.764825913	0.250866649
MadL	293	2.31E-05	2	0.764825913	0.250866649
Herpes_Helicase	241	1.90E-05	1	0.464925295	0.250149432
Cas_Csy4	296	2.33E-05	2	0.757074299	0.249244688
YqcI_YcgG	298	2.35E-05	2	0.751993263	0.248140725
UPF0223	243	1.91E-05	1	0.46109875	0.24774327
DUF2358	299	2.36E-05	2	0.749478236	0.247582167
DUF2131	244	1.92E-05	1	0.459209001	0.246542602
DUF2243	244	1.92E-05	1	0.459209001	0.246542602
DUF2397	244	1.92E-05	1	0.459209001	0.246542602
FAD-SLDH	244	1.92E-05	1	0.459209001	0.246542602
DUF2927	312	2.46E-05	2	0.718249976	0.239956396
EcsB	312	2.46E-05	2	0.718249976	0.239956396
DUF2567	250	1.97E-05	1	0.448187985	0.239376489
DUF2617	250	1.97E-05	1	0.448187985	0.239376489
DUF637	314	2.47E-05	2	0.713675135	0.238728612
NigD	251	1.98E-05	1	0.446402375	0.238189032
DUF3253	315	2.48E-05	2	0.7114095	0.238109793
DUF2172	255	2.01E-05	1	0.439399985	0.23346105
DUF3016	255	2.01E-05	1	0.439399985	0.23346105
AfsA	324	2.55E-05	2	0.691648125	0.232404054
DUF1360	257	2.02E-05	1	0.43598053	0.231110929
Sulphotransf	257	2.02E-05	1	0.43598053	0.231110929
ACOX	327	2.58E-05	2	0.685302729	0.230452391
DUF2630	332	2.62E-05	2	0.674981905	0.22715106
DUF1111	334	2.63E-05	2	0.670940097	0.22581486
Glyco_hydro_2_N	337	2.65E-05	3	0.997451005	0.225045993
NhaB	337	2.65E-05	3	0.997451005	0.225045993
Caps_synth	346	2.73E-05	3	0.971505748	0.224734784
Virul_Fac	336	2.65E-05	2	0.666946406	0.224470373
MauE	351	2.76E-05	3	0.957666634	0.224362472
DUF400	352	2.77E-05	3	0.95494599	0.224271478
3-HAO	354	2.79E-05	3	0.949550815	0.224073262
DUF3455	264	2.08E-05	1	0.42442044	0.222965233
PUA	365	2.87E-05	3	0.920934215	0.222609026
DUF2950	339	2.67E-05	2	0.661044225	0.222439049
NifT	339	2.67E-05	2	0.661044225	0.222439049
FeThRed_B	265	2.09E-05	1	0.422818854	0.22181231
Peptidase_M43	340	2.68E-05	2	0.659099978	0.221758262
SrfB	341	2.69E-05	2	0.657167133	0.221075721
KWG	266	2.10E-05	1	0.421229309	0.220662207
GvpD	377	2.97E-05	3	0.89162066	0.220333939
SpoVS	267	2.10E-05	1	0.419651671	0.219514965
DUF3467	381	3.00E-05	3	0.882259813	0.21942952
ComFB	382	3.01E-05	3	0.879950232	0.219192551
Phasin	385	3.03E-05	3	0.873093477	0.218456178
Branch	268	2.11E-05	1	0.418085807	0.218370624
Met_10	390	3.07E-05	3	0.861899971	0.217146306
Coat_F	391	3.08E-05	3	0.859695623	0.216872286
DUF3574	391	3.08E-05	3	0.859695623	0.216872286
DUF3815	393	3.10E-05	3	0.855320582	0.216312505
DUF1538	271	2.13E-05	1	0.413457551	0.214955399
Glyco_hydro_44	350	2.76E-05	2	0.64026855	0.214862322
DUF1870	399	3.14E-05	3	0.842458618	0.214541938
UPF0154	272	2.14E-05	1	0.411937486	0.21382305
Regulator_TrmB	402	3.17E-05	3	0.836171614	0.213607194
DUF89	352	2.77E-05	2	0.63663066	0.213466481
DUF2516	404	3.18E-05	3	0.83203215	0.212966393
DUF1876	273	2.15E-05	1	0.410428558	0.21269379
DUF2817	355	2.80E-05	2	0.631250683	0.211364087
Legionella_OMP	275	2.17E-05	1	0.407443623	0.21044468
DUF965	416	3.28E-05	3	0.808031223	0.208842688
DUF823	418	3.29E-05	3	0.804165045	0.208111614
DUF3616	360	2.84E-05	2	0.622483312	0.207840086
HIPIP	278	2.19E-05	1	0.403046749	0.207095038
DUF2845	422	3.32E-05	3	0.796542627	0.206614489
RmlD_sub_bind	362	2.85E-05	2	0.619044178	0.206424503
FAD_binding_7	279	2.20E-05	1	0.401602137	0.205985025
Myco_19_kDa	279	2.20E-05	1	0.401602137	0.205985025
Glyco_transf_11	280	2.21E-05	1	0.400167844	0.204878328
DUF2149	281	2.21E-05	1	0.398743759	0.203774978
DUF2797	434	3.42E-05	3	0.774518407	0.201863193
PmrD	434	3.42E-05	3	0.774518407	0.201863193
DUF3450	369	2.91E-05	2	0.607300792	0.201449195
TAT_signal	369	2.91E-05	2	0.607300792	0.201449195
Fer2_2	370	2.91E-05	2	0.605659439	0.200736336
Cu-oxidase_3	284	2.24E-05	1	0.394531677	0.200485289
Flg_new	371	2.92E-05	2	0.604026934	0.20002307
Linocin_M18	439	3.46E-05	3	0.765697013	0.199778462
NAD_binding_1	285	2.24E-05	1	0.393147355	0.199395602
Peptidase_M64	285	2.24E-05	1	0.393147355	0.199395602
DUF915	372	2.93E-05	2	0.602403205	0.199309434
An_peroxidase	373	2.94E-05	2	0.600788183	0.198595467
DUF512	286	2.25E-05	1	0.391772714	0.198309396
PAS_5	444	3.50E-05	3	0.757074299	0.197637971
Antibiotic_NAT	445	3.51E-05	3	0.755373008	0.197203534
GSCFA	375	2.95E-05	2	0.59758398	0.197166683
DUF1840	449	3.54E-05	4	0.998191503	0.196244742
DUF2293	288	2.27E-05	1	0.38905207	0.196147525
DUF3649	288	2.27E-05	1	0.38905207	0.196147525
HlyE	460	3.62E-05	4	0.974321706	0.195954859
DUF2000	448	3.53E-05	3	0.750314707	0.195888108
DUF2789	462	3.64E-05	4	0.970103863	0.195853098
NifW	377	2.97E-05	2	0.594413773	0.195737013
DUF3515	464	3.65E-05	4	0.965922381	0.195736621
DUF3126	465	3.66E-05	4	0.963845129	0.195672911
DUF2849	449	3.54E-05	3	0.748643627	0.195445698
Tiny_TM_bacill	378	2.98E-05	2	0.59284125	0.195021936
DUF3140	290	2.28E-05	1	0.386368952	0.193999865
DltD_C	290	2.28E-05	1	0.386368952	0.193999865
Pertactin	483	3.80E-05	4	0.927925434	0.193925937
DUF943	485	3.82E-05	4	0.924098938	0.193664428
DUF1597	453	3.57E-05	3	0.742033088	0.193657207
DUF2790	486	3.83E-05	4	0.9221975	0.193528831
M16C_assoc	291	2.29E-05	1	0.385041224	0.19293142
DUF1416	456	3.59E-05	3	0.737151291	0.19229689
SseC	495	3.90E-05	4	0.905430272	0.192166908
Memo	498	3.92E-05	4	0.899975873	0.191657927
DUF1045	458	3.61E-05	3	0.73393229	0.191381436
PaREP1	294	2.32E-05	1	0.381112232	0.189747878
Peptidase_C48	294	2.32E-05	1	0.381112232	0.189747878
DUF422	462	3.64E-05	3	0.727577897	0.189531002
SBP56	295	2.32E-05	1	0.379820326	0.188694028
DUF2490	465	3.66E-05	3	0.722883847	0.188126997
NifZ	519	4.09E-05	4	0.863560664	0.187382787
Hist_Kin_Sens	468	3.69E-05	3	0.718249976	0.186709975
Glyco_hydro_76	469	3.69E-05	3	0.716718526	0.186234872
Phycobilisome	391	3.08E-05	2	0.573130415	0.185727751
DUF3670	526	4.14E-05	4	0.852068412	0.185701913
DUF2911	392	3.09E-05	2	0.571668348	0.185014091
DUF320	392	3.09E-05	2	0.571668348	0.185014091
FCSD-flav_bind	392	3.09E-05	2	0.571668348	0.185014091
COQ9	299	2.36E-05	1	0.374739118	0.18451577
DUF683	299	2.36E-05	1	0.374739118	0.18451577
MRJP	531	4.18E-05	4	0.844045169	0.184429845
Methyltransf_3	474	3.73E-05	3	0.709158204	0.183839863
DUF998	394	3.10E-05	2	0.568766478	0.183587811
DUF2957	300	2.36E-05	1	0.373489987	0.183480576
HrcA_DNA-bdg	536	4.22E-05	4	0.836171614	0.183101166
Gp5_C	395	3.11E-05	2	0.567326563	0.18287525
DUF2803	302	2.38E-05	1	0.371016544	0.181421545
MEKHLA	303	2.39E-05	1	0.369792067	0.180397737
DUF2265	304	2.39E-05	1	0.368575645	0.179377753
TrkA_N	485	3.82E-05	3	0.693074203	0.178469711
CHB_HEX	305	2.40E-05	1	0.367367201	0.178361605
TPR_3	553	4.36E-05	4	0.810466519	0.178194469
DUF2798	487	3.84E-05	3	0.690227903	0.177480385
TROVE	306	2.41E-05	1	0.366166654	0.177349308
DUF1401	560	4.41E-05	4	0.800335687	0.176015494
DUF1858	574	4.52E-05	5	0.976019131	0.175976435
DUF2331	561	4.42E-05	4	0.798909064	0.175697316
DUF2076	581	4.58E-05	5	0.964259864	0.175635982
DUF3186	406	3.20E-05	2	0.551955646	0.175071175
zf-UBP	563	4.43E-05	4	0.796071021	0.175055982
TRAM	591	4.66E-05	5	0.94794413	0.174929583
DUF817	309	2.43E-05	1	0.362611638	0.174335633
TM_helix	408	3.21E-05	2	0.549249981	0.173660578
DUF2090	568	4.47E-05	4	0.789063354	0.173424494
Spore_YtfJ	310	2.44E-05	1	0.361441923	0.173338851
DUF1223	611	4.81E-05	5	0.916914863	0.172784726
DUF2201	571	4.50E-05	4	0.784917662	0.172427054
DHC	311	2.45E-05	1	0.360279731	0.172345975
DUF2242	311	2.45E-05	1	0.360279731	0.172345975
DUF2948	410	3.23E-05	2	0.546570713	0.172253048
DUF3422	573	4.51E-05	4	0.782177984	0.171754679
FdtA	499	3.93E-05	3	0.673629236	0.17147794
DUF1735	500	3.94E-05	3	0.672281977	0.17097335
YdfA_immunity	313	2.47E-05	1	0.357977624	0.170371977
NHase_alpha	631	4.97E-05	5	0.887852585	0.16974776
Allantoicase	636	5.01E-05	5	0.880872612	0.168861279
DUF795	315	2.48E-05	1	0.35570475	0.168413713
UPF0261	315	2.48E-05	1	0.35570475	0.168413713
DUF2382	639	5.03E-05	5	0.87673706	0.168306434
DUF1653	646	5.09E-05	5	0.867236813	0.166947151
SpoOE-like	418	3.29E-05	2	0.53611003	0.166657322
DUF3043	509	4.01E-05	3	0.66039487	0.166409031
DUF3071	509	4.01E-05	3	0.66039487	0.166409031
DUF2094	649	5.11E-05	5	0.863228014	0.166337756
DUF3551	510	4.02E-05	3	0.659099978	0.165899719
TylF	510	4.02E-05	3	0.659099978	0.165899719
DUF1932	318	2.50E-05	1	0.352349045	0.165505953
AbfB	420	3.31E-05	2	0.533557125	0.165267878
HrpJ	593	4.67E-05	4	0.755797614	0.164738068
Bac_rhodopsin	319	2.51E-05	1	0.351244502	0.164544631
Globin	319	2.51E-05	1	0.351244502	0.164544631
Methyltransf_12	659	5.19E-05	5	0.850128955	0.164195831
DUF1790	660	5.20E-05	5	0.84884088	0.163972617
DUF3068	422	3.32E-05	2	0.531028418	0.163882567
DUF1835	320	2.52E-05	1	0.350146863	0.163587285
Lipocalin_2	662	5.21E-05	5	0.846276406	0.163521439
DUF2955	321	2.53E-05	1	0.349056063	0.162633921
KdpD	321	2.53E-05	1	0.349056063	0.162633921
SSI	321	2.53E-05	1	0.349056063	0.162633921
ABC_cobalt	424	3.34E-05	2	0.528523567	0.162501549
DUF342	668	5.26E-05	5	0.838675121	0.162130845
Zn_peptidase_2	518	4.08E-05	3	0.648920827	0.161814086
Serpin	425	3.35E-05	2	0.527279982	0.1618127
tRNA-synt_1f	680	5.36E-05	6	0.988649967	0.161276725
CHRD	672	5.29E-05	5	0.833683008	0.161173942
PDDEXK_2	688	5.42E-05	6	0.977154037	0.161069606
Iron_transport	520	4.10E-05	3	0.646424978	0.160790307
TPK_B1_binding	699	5.51E-05	6	0.961776792	0.160571446
DUF3423	703	5.54E-05	6	0.956304377	0.160330768
DUF2134	704	5.55E-05	6	0.95494599	0.160265742
Cas_Cas2CT1978	677	5.33E-05	5	0.827525821	0.159945697
DUF2164	428	3.37E-05	2	0.523584094	0.159753016
DUF1631	607	4.78E-05	4	0.738365708	0.159559774
DUF2325	679	5.35E-05	5	0.825088337	0.159444737
BT1	325	2.56E-05	1	0.344759988	0.158860378
NifQ	325	2.56E-05	1	0.344759988	0.158860378
DUF1465	430	3.39E-05	2	0.52114882	0.158385799
Glyco_hydro_97	730	5.75E-05	6	0.920934215	0.157922622
DUF1345	733	5.77E-05	6	0.917165044	0.157575059
YbaJ	613	4.83E-05	4	0.731138638	0.157286704
NAD_Gly3P_dh_N	737	5.81E-05	6	0.912187215	0.157088122
CbiZ	432	3.40E-05	2	0.518736094	0.157023472
DUF3054	327	2.58E-05	1	0.342651365	0.156997611
MAF_flag10	740	5.83E-05	6	0.908489158	0.156705587
KTI12	528	4.16E-05	3	0.63663066	0.15669026
Carb_anhydrase	615	4.84E-05	4	0.728760951	0.156522777
UPF0020	616	4.85E-05	4	0.727577897	0.156139715
DUF1987	328	2.58E-05	1	0.341606696	0.156072241
DUF2288	328	2.58E-05	1	0.341606696	0.156072241
DUF3145	434	3.42E-05	2	0.516345605	0.155666174
SUFU	751	5.92E-05	6	0.895182393	0.155179979
Colicin_Pyocin	531	4.18E-05	3	0.633033877	0.155152006
Suc_Fer-like	330	2.60E-05	1	0.339536352	0.154233539
DUF2510	761	5.99E-05	6	0.883419155	0.153632913
DM13	332	2.62E-05	1	0.337490952	0.1524109
SET	769	6.06E-05	6	0.874228839	0.152291756
DUF3366	440	3.47E-05	2	0.509304528	0.151625767
DUF2400	333	2.62E-05	1	0.336477466	0.151505607
CBM_X	775	6.10E-05	6	0.867460616	0.151228578
DUF3833	539	4.25E-05	3	0.623638198	0.151052858
DUF1272	441	3.47E-05	2	0.508149643	0.150957123
Big_4	334	2.63E-05	1	0.335470049	0.150604334
DUF1820	334	2.63E-05	1	0.335470049	0.150604334
NHase_beta	779	6.14E-05	6	0.863006389	0.150493598
LEH	780	6.14E-05	6	0.861899971	0.150306663
Spore_GerAC	632	4.98E-05	4	0.709158204	0.149923955
FGGY_N	335	2.64E-05	1	0.334468645	0.14970708
FlbD	335	2.64E-05	1	0.334468645	0.14970708
Peptidase_C1	792	6.24E-05	7	0.99031436	0.149619906
Mov34	716	5.64E-05	5	0.782451091	0.149314134
DUF1972	543	4.28E-05	3	0.619044178	0.149006817
DUF2945	444	3.50E-05	2	0.504716199	0.148959646
AdoHcyase	336	2.65E-05	1	0.333473203	0.148813845
GerA	788	6.21E-05	6	0.853149717	0.14876666
DUF2934	822	6.47E-05	7	0.954171501	0.148469102
DUF3121	445	3.51E-05	2	0.503582005	0.148296686
DUF979	445	3.51E-05	2	0.503582005	0.148296686
PHA_gran_rgn	445	3.51E-05	2	0.503582005	0.148296686
DUF3828	637	5.02E-05	4	0.703591813	0.147953632
HI0933_like	721	5.68E-05	5	0.777024939	0.147838353
PI3_PI4_kinase	446	3.51E-05	2	0.502452898	0.147635182
LuxC	338	2.66E-05	1	0.331499989	0.147039432
S1-P1_nuclease	447	3.52E-05	2	0.501328842	0.146975148
Sulfotransfer_2	547	4.31E-05	3	0.614517347	0.146964473
Host_attach	724	5.70E-05	5	0.773805222	0.146942806
Mg_chelatase	640	5.04E-05	4	0.700293726	0.146766405
HupH_C	726	5.72E-05	5	0.771673528	0.146341764
GYD	448	3.53E-05	2	0.500209805	0.146316596
DUF1929	339	2.67E-05	1	0.330522113	0.146158252
DUF3341	339	2.67E-05	1	0.330522113	0.146158252
DUF969	449	3.54E-05	2	0.499095752	0.14565954
SWIB	340	2.68E-05	1	0.329549989	0.145281089
TfoX_N	730	5.75E-05	5	0.76744518	0.145130463
DUF3151	450	3.54E-05	2	0.49798665	0.145003993
DUF1726	551	4.34E-05	3	0.610056241	0.144926782
PFO_beta_C	341	2.69E-05	1	0.328583567	0.144407941
DUF2778	646	5.09E-05	4	0.69378945	0.144382318
Crl	647	5.10E-05	4	0.692717133	0.143983874
YXWGXW	553	4.36E-05	3	0.607849889	0.143909971
FAD_binding_5	648	5.10E-05	4	0.691648125	0.143585151
DUF1800	874	6.88E-05	7	0.897401572	0.143324008
DUF1292	555	4.37E-05	3	0.605659439	0.142894666
bact-PGI_C	343	2.70E-05	1	0.326667627	0.142673682
FixO	880	6.93E-05	7	0.891282924	0.142504486
RIO1	557	4.39E-05	3	0.603484719	0.141880976
PDH	558	4.40E-05	3	0.602403205	0.14137477
DUF3488	654	5.15E-05	4	0.685302729	0.141187658
NIR_SIR_ferr	654	5.15E-05	4	0.685302729	0.141187658
Alginate_lyase2	345	2.72E-05	1	0.324773902	0.140955458
DUF2505	457	3.60E-05	2	0.490358846	0.140458439
DUF1852	346	2.73E-05	1	0.323835249	0.140102352
Glyco_transf_25	910	7.17E-05	8	0.985028538	0.140079652
DUF1185	458	3.61E-05	2	0.489288193	0.139815396
MASE1	458	3.61E-05	2	0.489288193	0.139815396
RVP	900	7.09E-05	7	0.871476637	0.139479418
CofC	750	5.91E-05	5	0.746979975	0.138912308
DUF2069	660	5.20E-05	4	0.679072704	0.138783243
DUF3097	460	3.62E-05	2	0.487160853	0.138534164
DUF91	947	7.46E-05	8	0.946542735	0.138456201
DUF2496	661	5.21E-05	4	0.678045363	0.138382016
FadR_C	908	7.15E-05	7	0.863798429	0.138151529
Inhibitor_I42	461	3.63E-05	2	0.486104105	0.137895994
DUF1021	349	2.75E-05	1	0.321051565	0.13756702
Ivy	566	4.46E-05	3	0.593888673	0.137342178
DUF190	913	7.19E-05	7	0.859067879	0.137289797
Orn_DAP_Arg_deC	664	5.23E-05	4	0.674981905	0.137177726
FmrO	967	7.62E-05	8	0.926965843	0.136874618
MxiH	967	7.62E-05	8	0.926965843	0.136874618
priB_priC	757	5.96E-05	5	0.74007263	0.136682632
DoxD	972	7.66E-05	8	0.9221975	0.136407781
tRNA-synt_1e	569	4.48E-05	3	0.590757449	0.135838597
DUF377	846	6.66E-05	6	0.794659548	0.135618793
DUF500	925	7.29E-05	7	0.847923215	0.135127525
GARS_A	925	7.29E-05	7	0.847923215	0.135127525
DUF1696	571	4.50E-05	3	0.588688246	0.134839088
MtN3_slv	571	4.50E-05	3	0.588688246	0.134839088
Alg14	466	3.67E-05	2	0.480888396	0.134730022
Sugar_tr	466	3.67E-05	2	0.480888396	0.134730022
DUF1751	671	5.29E-05	4	0.667940365	0.134365618
DUF269	353	2.78E-05	1	0.317413587	0.134242398
DUF2754	467	3.68E-05	2	0.479858656	0.134101869
GSPII_N	467	3.68E-05	2	0.479858656	0.134101869
DUF1059	354	2.79E-05	1	0.316516938	0.133421181
Glyco_hydro_63	354	2.79E-05	1	0.316516938	0.133421181
DUF711	574	4.52E-05	3	0.585611478	0.133344373
HMG-CoA_red	675	5.32E-05	4	0.6639822	0.13275851
DUF1638	355	2.80E-05	1	0.315625341	0.13260393
DUF2174	355	2.80E-05	1	0.315625341	0.13260393
DUF2267	858	6.76E-05	6	0.783545428	0.132558655
DUF208	1007	7.93E-05	8	0.890144955	0.132407238
Glyco_hydro_32C	1009	7.95E-05	8	0.888380545	0.132142486
zf-C4_Topoisom	941	7.41E-05	7	0.833505817	0.132054228
ATPase-cat_bd	677	5.33E-05	4	0.662020657	0.131955183
DUF2783	357	2.81E-05	1	0.313857132	0.130981302
DUF2157	579	4.56E-05	3	0.580554385	0.130866047
CmcI	680	5.36E-05	4	0.659099978	0.130750707
DUF1294	776	6.11E-05	5	0.721952295	0.130529209
DNA_primase_S	949	7.47E-05	7	0.826479424	0.130443636
DUF1150	473	3.73E-05	2	0.473771654	0.130368991
Glyco_hydro_32N	682	5.37E-05	4	0.657167133	0.129948186
DUF1113	474	3.73E-05	2	0.472772136	0.129752928
DisA-linker	474	3.73E-05	2	0.472772136	0.129752928
DUF2755	475	3.74E-05	2	0.471776826	0.129138624
DUF2214	361	2.84E-05	1	0.310379491	0.127783381
DUF3460	361	2.84E-05	1	0.310379491	0.127783381
YadA	478	3.77E-05	2	0.468815884	0.127306342
Inhibitor_I78	588	4.63E-05	3	0.571668348	0.126449321
DUF2079	363	2.86E-05	1	0.308669411	0.126207986
Colicin-DNase	480	3.78E-05	2	0.466862484	0.126093747
DUF2061	480	3.78E-05	2	0.466862484	0.126093747
DUF1795	1121	8.83E-05	9	0.899574457	0.12550311
DUF2183	364	2.87E-05	1	0.307821418	0.125426157
DUF2802	364	2.87E-05	1	0.307821418	0.125426157
DUF833	885	6.97E-05	6	0.759640652	0.125387162
NifU	975	7.68E-05	7	0.804439973	0.124916343
Nuc-transf	695	5.47E-05	4	0.644874798	0.124746525
LGFP	365	2.87E-05	1	0.306978072	0.12464823
VTC	365	2.87E-05	1	0.306978072	0.12464823
YabP	365	2.87E-05	1	0.306978072	0.12464823
DUF3040	794	6.25E-05	5	0.705585618	0.124608158
CbtA	696	5.48E-05	4	0.643948254	0.124347805
DUF2177	366	2.88E-05	1	0.306139334	0.123874198
RimM	366	2.88E-05	1	0.306139334	0.123874198
AcetDehyd-dimer	980	7.72E-05	7	0.800335687	0.123808399
PsiF_repeat	980	7.72E-05	7	0.800335687	0.123808399
zf-CHCC	1136	8.95E-05	9	0.887696273	0.12370648
DUF3786	367	2.89E-05	1	0.305305167	0.123104054
Peptidase_M55	486	3.83E-05	2	0.46109875	0.122499387
MdcE	487	3.84E-05	2	0.460151935	0.121906722
AdoHcyase_NAD	369	2.91E-05	1	0.303650396	0.121575396
AMMECR1	703	5.54E-05	4	0.637536252	0.121564147
DUF1040	704	5.55E-05	4	0.63663066	0.121167639
PagL	1079	8.50E-05	8	0.83074696	0.120872904
DUF198	993	7.82E-05	7	0.789857979	0.120870313
HK	706	5.56E-05	4	0.634827174	0.120375573
CBM_4_9	904	7.12E-05	6	0.743674754	0.120166504
DUF2750	371	2.92E-05	1	0.302013467	0.120062193
DUF3552	1084	8.54E-05	8	0.826915101	0.119943463
Glycolytic	708	5.58E-05	4	0.633033877	0.11958483
DUF1052	491	3.87E-05	2	0.456403243	0.119554536
DUF2946	1236	9.74E-05	10	0.906529096	0.119473722
DmpG_comm	1000	7.88E-05	7	0.784328973	0.119257363
GXGXG	709	5.58E-05	4	0.632141022	0.119189975
DUF1365	1001	7.88E-05	7	0.783545428	0.119025339
DUF2336	1001	7.88E-05	7	0.783545428	0.119025339
DUF294	373	2.94E-05	1	0.300394092	0.118564379
PAC2	1245	9.81E-05	10	0.899975873	0.118537327
DUF2218	493	3.88E-05	2	0.454551709	0.118389596
Glyco_hydro_28	1250	9.85E-05	10	0.89637597	0.117993382
Glyco_hydro_6	494	3.89E-05	2	0.453631564	0.11780993
Lipoprotein_15	816	6.43E-05	5	0.686562477	0.117323838
DUF3000	495	3.90E-05	2	0.452715136	0.11723214
TelA	716	5.64E-05	4	0.625960873	0.116436338
HyaE	1333	0.000104996	11	0.924618873	0.11575724
DUF1393	1336	0.000105232	11	0.922542633	0.11551748
NHL	1338	0.00010539	11	0.921163646	0.115354333
Cyt_c_ox_IV	499	3.93E-05	2	0.449086157	0.114939813
DUF3364	378	2.98E-05	1	0.296420625	0.114886706
Porin_O_P	1369	0.000107832	12	0.982150442	0.114651751
DUF348	500	3.94E-05	2	0.448187985	0.114371458
Eno-Rase_FAD_bd	500	3.94E-05	2	0.448187985	0.114371458
RCC1	723	5.69E-05	4	0.619900394	0.113702649
DUF1810	615	4.84E-05	3	0.546570713	0.11360131
VIT	380	2.99E-05	1	0.294860516	0.113442191
CesT	929	7.32E-05	6	0.723661978	0.113168324
Tannase	616	4.85E-05	3	0.545683423	0.113138415
Cu_amine_oxidN1	1209	9.52E-05	9	0.834096746	0.112833261
